term,zh_cn
Encounter_Message_Creature9,一只巨型工蚁。
Encounter_Message_Location1,一座老旧的，废弃的广播塔。
Encounter_Message_Location10,仿佛是一间废弃餐厅。
Encounter_Message_Location11,看上去像一间国家警卫队仓库。
Encounter_Message_Location12,芳邻镇。
Encounter_Message_Location13,C.I.T.废墟。
Encounter_Message_Location14,巫术博物馆。
Encounter_Message_Location15,韦斯顿净水厂。
Encounter_Message_Location16,虎不理漫画总部。
Encounter_Message_Location17,谷内啤酒厂。
Encounter_Message_Location2,一队掠夺者，正在搜寻恐吓目标。
Encounter_Message_Location3,一间废弃的小屋。
Encounter_Message_Location4,一台旧冰箱。里面可能有东西。
Encounter_Message_Location5,一个上了锁的保险箱。
Encounter_Message_Location6,一家大无敌超市。
Encounter_Message_Location7,一小群在逃的奴隶。
Encounter_Message_Location8,一处戒备森严的奴隶营。
Encounter_Message_Location9,一家废弃的加油站。
Encounter_Message_NPC1,一位逃亡的奴隶。
Encounter_Message_NPC10,一个出故障的巧手先生。
Encounter_Message_NPC2,一位受伤的警长。
Encounter_Message_NPC3,一个行走的尸鬼。
Encounter_Message_NPC4,一位游荡的商人。
Encounter_Message_NPC5,一群鹰爪公司佣兵。
Encounter_Message_NPC6,一个猎人。
Encounter_Message_NPC7,一个醉汉。
Encounter_Message_NPC8,一支兄弟会侦察队。
Encounter_Message_NPC9,一位迷路的农民。他又累又害怕。
Encounter_Message_Repeatable_JunkLocation1,一间封住的便利店。
Encounter_Message_Repeatable_JunkLocation10,一个林间黑暗洞穴。
Encounter_Message_Repeatable_JunkLocation11,一个大篷车商人在追赶一头受惊的双头牛。
Encounter_Message_Repeatable_JunkLocation12,一片广阔的空地，不可能从这穿过却不被发现。
Encounter_Message_Repeatable_JunkLocation2,一处空空的，几乎要倒塌的掠夺者藏身地。
Encounter_Message_Repeatable_JunkLocation3,一个被辐射污染的湖。
Encounter_Message_Repeatable_JunkLocation4,地下室一间被封起来的房间
Encounter_Message_Repeatable_JunkLocation5,一幢很大的公寓楼。
Encounter_Message_Repeatable_JunkLocation6,一个戒备森严的幸存者哨站。
Encounter_Message_Repeatable_JunkLocation7,一群吵闹的原子教会的孩子封住了路。
Encounter_Message_Repeatable_JunkLocation8,一栋老旧的大厦，很久之前就被洗劫一空。
Encounter_Message_Repeatable_JunkLocation9,一家机器人工厂，外面散落着保安机器人的碎片。
Encounter_Progression_JustStartedTier1_1,开始吧。
Encounter_Progression_JustStartedTier1_10,好的，废土，我来了！
Encounter_Progression_JustStartedTier1_11,啊，难怪人们都叫它废土。
Encounter_Progression_JustStartedTier1_12,是的，一切都被破坏了。
Encounter_Progression_JustStartedTier1_13,好吧，这有点……令人沮丧。
Encounter_Progression_JustStartedTier1_14,我会让整个避难所都为我骄傲的，等着瞧吧。
Encounter_Progression_JustStartedTier1_15,我出发了！
Encounter_Progression_JustStartedTier1_16,还以为我永远都不会离开那儿。
Encounter_Progression_JustStartedTier1_17,这太令人兴奋了！
Encounter_Progression_JustStartedTier1_18,我准备好迎接一切了。
Encounter_Progression_JustStartedTier1_19,来吧，废土，让我看看你有什么本事！
Encounter_Progression_JustStartedTier1_2,终于，呼吸到新鲜空气了。
Encounter_Progression_JustStartedTier1_20,好的，我能做到的。
Encounter_Progression_JustStartedTier1_3,我不会走得太远，以防万一。
Encounter_Progression_JustStartedTier1_4,这看起来没那么糟。
Encounter_Progression_JustStartedTier1_5,再次出发去大峡谷！
Encounter_Progression_JustStartedTier1_6,比我预期要亮的多。
Encounter_Progression_JustStartedTier1_7,哇，外面一直是这么热吗？
Encounter_Progression_JustStartedTier1_8,我们走吧！
Encounter_Progression_JustStartedTier1_9,我很好奇还剩下什么？
Encounter_Progression_JustStartedTier2_1,我不知道我徒步能走多久。
Encounter_Progression_JustStartedTier2_10,我的脚已经开始酸痛了。
Encounter_Progression_JustStartedTier2_11,开始后悔跑到外面来了。
Encounter_Progression_JustStartedTier2_12,也许我一点也不适合到外面来探索。
Encounter_Progression_JustStartedTier2_13,我不会空手回去……我不会空手回去……
Encounter_Progression_JustStartedTier2_14,整个避难所都指望着我呢，我得加把劲。
Encounter_Progression_JustStartedTier2_15,这条路看起来行得通。
Encounter_Progression_JustStartedTier2_16,我迟早会碰见其他人的。
Encounter_Progression_JustStartedTier2_17,我真的不想在这儿被吃掉……
Encounter_Progression_JustStartedTier2_18,如果我死在这儿，他们也完全不会知道……
Encounter_Progression_JustStartedTier2_19,这条路跟其他的无差。
Encounter_Progression_JustStartedTier2_2,超级变种人不过是虚构的……对吗？
Encounter_Progression_JustStartedTier2_20,外面一定有什么东西。
Encounter_Progression_JustStartedTier2_3,这还没那么糟，也许我们都应该离开避难所……
Encounter_Progression_JustStartedTier2_4,希望我能找到回去的路。
Encounter_Progression_JustStartedTier2_5,我会带上尽可能多的东西然后返回。
Encounter_Progression_JustStartedTier2_6,如果我能找到一盒糖衣炸弹麦片那就死而无憾了。
Encounter_Progression_JustStartedTier2_7,我猜我得走……那条路。
Encounter_Progression_JustStartedTier2_8,也许我应该扔点面包屑标记路线的。
Encounter_Progression_JustStartedTier2_9,这条路看起来走得通。
Encounter_Progression_Repeatable_JunkLocation1,尝试把封住前门的木板给拆掉。
Encounter_Progression_Repeatable_JunkLocation10,我被一家子妖怪困在了洞穴里，得试着让他们平静下来。
Encounter_Progression_Repeatable_JunkLocation11,帮商人追上那头双头牛。那东西太快了！
Encounter_Progression_Repeatable_JunkLocation12,快速穿过空地的时候尽量弯腰靠近地面。
Encounter_Progression_Repeatable_JunkLocation2,探索藏身处中，走错一步就会让我的人头落地。
Encounter_Progression_Repeatable_JunkLocation3,有东西在岸边漂着，我得把它弄过来看看。
Encounter_Progression_Repeatable_JunkLocation4,入侵系统终端机把门打开。
Encounter_Progression_Repeatable_JunkLocation5,在周围寻找一下补给，但这个地方到处是陷阱。
Encounter_Progression_Repeatable_JunkLocation6,说服他们让我进去，我好休息一下。
Encounter_Progression_Repeatable_JunkLocation7,绕路走太费时间了，我要试着潜过营地。
Encounter_Progression_Repeatable_JunkLocation8,找找大厦里面剩没剩下还能用的东西。
Encounter_Progression_Repeatable_JunkLocation9,门被封住了，如果能修好保安机器人的激光臂就能把门炸开。
Encounter_Random_Message1,也许我该走这条路。
Encounter_Random_Message10,我回去以后一定得洗个澡。
Encounter_Random_Message100,风呜呜地刮着，像是有人在低吟。
Encounter_Random_Message101,你好？有人听得见吗？
Encounter_Random_Message102,你开始出现幻觉了。
Encounter_Random_Message103,这座山看上去是一个非常好的据点。
Encounter_Random_Message104,哇！我被石堆绊倒了。
Encounter_Random_Message105,我的哔哔小子这时候就派上用场了。
Encounter_Random_Message106,恶！我好臭。
Encounter_Random_Message107,我的鞋底都磨破了。
Encounter_Random_Message108,到处都是灰尘。
Encounter_Random_Message109,哦，太好了，下坡路。走起来轻松多了。
Encounter_Random_Message11,是不是有人跟着我？
Encounter_Random_Message110,让我爬过这乱石堆。
Encounter_Random_Message111,我得从这座被毁掉的建筑中抄近路。
Encounter_Random_Message112,那些建筑全都倒塌在了街上。
Encounter_Random_Message113,现在我能体会到韩塞尔和格蕾特的感受了。
Encounter_Random_Message114,我到家的时候能冲个澡一定舒服极了。
Encounter_Random_Message115,那是……音乐吗？可能附近有台收音机？
Encounter_Random_Message116,看到了烟雾。可能是营火，或是其他什么……
Encounter_Random_Message117,一个旧消防站，连消防员也无法拯救世界于业火之中。
Encounter_Random_Message118,也许我得沿着这条路前进一会儿。
Encounter_Random_Message119,我该向东走吗？
Encounter_Random_Message12,这些痕迹——是人类还是其他什么东西留下的？
Encounter_Random_Message120,我该向北走吗？
Encounter_Random_Message121,我该向西走吗？
Encounter_Random_Message122,我该向南走吗？
Encounter_Random_Message123,也许我该向东走一段路。
Encounter_Random_Message124,也许我该向北走一段路。
Encounter_Random_Message125,也许我该向西走一段路。
Encounter_Random_Message126,也许我该向南走一段路。
Encounter_Random_Message127,探索者日志。最新记录：废土是个残酷的，冷漠的地方。
Encounter_Random_Message128,探索者日志。最新记录：好想吃汉堡扒！
Encounter_Random_Message129,探索者日志。最新记录：总是觉得渴。需要保持水分。
Encounter_Random_Message13,你好？有人在吗？
Encounter_Random_Message130,探索者日志。最新记录：没了。什么都没了。
Encounter_Random_Message131,探索者日志。最新记录：车堆满在路上。但是没有一辆还能开。
Encounter_Random_Message132,探索者日志。最新记录：好多骷髅。这个世界就是一座大型坟场。
Encounter_Random_Message133,探索者日志。最新记录：有些战前食物还能吃。用防腐剂保存下来了。
Encounter_Random_Message134,探索者日志。最新记录：法律和秩序已经不复存在了。
Encounter_Random_Message135,探索者日志。最新记录：整个世界大部分仍处于辐射状态。
Encounter_Random_Message136,探索者日志。最新记录：动植物都看起来十分……诡异。
Encounter_Random_Message137,探索者日志。最新记录：生命总是握紧机会出现，茁壮生长。
Encounter_Random_Message138,探索者日志。最新记录：许多建筑仍保留了下来。虽然大面积受损。
Encounter_Random_Message139,探索者日志。最新记录：大部分水都不能喝了，辐射太严重。
Encounter_Random_Message14,那是什么？
Encounter_Random_Message140,探索者日志。最新记录：现在到处都把瓶盖当做货币流通。
Encounter_Random_Message141,探索者日志。最新记录：奴隶贩子欺凌弱小，让我很心痛。
Encounter_Random_Message142,探索者日志。最新记录：食物短缺，所以有些人不得不开始吃人肉。
Encounter_Random_Message143,探索者日志。最新记录：妖怪是一种凶猛的，变异的熊。
Encounter_Random_Message144,探索者日志。最新记录：尸鬼是受辐射变异的人类。已经完全没有原来的外形了。
Encounter_Random_Message145,探索者日志。最新记录：到处都有掠夺者。偷窃。谋杀。
Encounter_Random_Message146,探索者日志。最新记录：狂尸鬼基本上就是丧尸了，必须避开。
Encounter_Random_Message147,探索者日志。最新记录：鼹鼠一点都不可爱……
Encounter_Random_Message148,探索者日志。最新记录：超级变种人憎恨人类，他们见人就杀。
Encounter_Random_Message149,探索者日志。最新记录：巨蚁就是，巨大的蚂蚁。
Encounter_Random_Message15,整个避难所都指望着我了。我不能让他们失望。
Encounter_Random_Message150,探索者日志。最新记录：辐射蟑螂，它们真的能从任何灾难中存活下来。
Encounter_Random_Message151,探索者日志。最新记录：军队已经不复存在，取而代之的是雇佣兵集团。
Encounter_Random_Message152,探索者日志。最新记录：大部分狗都不再是人类最好的朋友了。
Encounter_Random_Message153,探索者日志。最新记录：松鼠比你想象中好吃多了。
Encounter_Random_Message154,探索者日志。最新记录：我认为我看到了一架UFO，但应该不太可能……
Encounter_Random_Message155,探索者日志。最新记录：海洋生物现在极度危险，虽然还是很好吃。
Encounter_Random_Message156,探索者日志。最新记录：以前日落是很浪漫的，而如今却让人恐惧。惧怕黑夜。
Encounter_Random_Message157,探索者日志。最新记录：真的很饿，很好奇人肉尝起来像不像鸡肉呢。
Encounter_Random_Message158,探索者日志。最新记录：超级变种人很大块头，超级变种巨兽就更别提了。
Encounter_Random_Message159,探索者日志。最新记录：钱已经被苏打水瓶盖取代了，手总是弄得黏黏的。
Encounter_Random_Message16,看到云了，希望不会下雨。
Encounter_Random_Message160,探索者日志。最新记录：漫画都错了，辐射并不会赋予一个人超能力。
Encounter_Random_Message161,探索者日志。最新记录：爱并不能征服一切，核武器倒是可以。
Encounter_Random_Message162,探索者日志。最新记录：大的并不总是好的，比如——蟑螂和蝎子。
Encounter_Random_Message163,探索者日志。最新记录：超级变种人是没有性别的。在转变之前，有些超级变种人是女性。
Encounter_Random_Message164,探索者日志。最新记录：到处都有垃圾，但是它们用途广泛。
Encounter_Random_Message165,探索者日志。最新记录：动力装甲仍然存在，但很稀有，它能提供最大的保护。
Encounter_Random_Message166,探索者日志。最新记录：找到一个愿意分享食物的胖子，能让你多活一天。
Encounter_Random_Message167,探索者日志。最新记录：有许多巧手先生保存了下来，但是行为古怪，用一个词来形容就是，“血腥狂人”？
Encounter_Random_Message168,探索者日志。最新记录：水果和蔬菜还能长，但是都发生了突变，就像许多其他事物。
Encounter_Random_Message169,探索者日志。最新记录：现在到处都是自制武器，人类仍然精于自相残杀。
Encounter_Random_Message17,我要沿着这条路走看看它通向哪里。
Encounter_Random_Message170,探索者日志。最新记录：收音机被广泛使用，仍旧是一项十分有效的交流工具。
Encounter_Random_Message171,探索者日志。最新记录：我们错了，猫事实上并没有灭绝，但还是那么懒。
Encounter_Random_Message172,海报上的那个是……一颗人头吗？好吧，是时候调头往回走了……
Encounter_Random_Message173,除了有氧运动，没有什么东西能让我心跳加快了。
Encounter_Random_Message174,有点饿了，吃些点心吧？
Encounter_Random_Message175,哈，那个闪烁的东西是什么？“天呐我竟然在一片雷区”这样的感觉如何？现在开始慢慢前进……
Encounter_Random_Message176,看啊，一家遭到破坏的披萨店。也许我们回去以后能来个避难所披萨之夜。
Encounter_Random_Message177,到处都有以前的货币，但我认为你无法把它们带走。
Encounter_Random_Message178,一架旧军用运输机。看起来军人们试图维持秩序，可能只维持了一小会儿。
Encounter_Random_Message179,那只在低吠的是……狗？狼？还是更糟？
Encounter_Random_Message18,一个岔路口，向左还是向右？让我们去左边看看吧。
